Age,SLOCStandard,Readability,SimpleReadability,NVAR,NCOMP,Mcclure,McCabe,IndentSTD,MaximumBlockDepth,totalFanOut,Length,MaintainabilityIndex,SATD,Parameters,LocalVariables,ChangeAtMethodAge,NewAdditions,DiffSizes,EditDistances,CriticalEditDistances,TangledWMoveandFileRename,Buggycommiit,PotentiallyBuggycommit,RiskyCommit,file,Decision,Detection,result
1360,4#3#3#3#3#3#4#6#6#6#6,0.2609580457210541#0.01330650132149458#0.012569239363074303#0.01844155602157116#0.3705534338951111#0.010095407254993916#0.08499100804328918#0.12004601210355759#0.12004601210355759#0.12004601210355759#0.12627245485782623,0.2769261955654783#0.09105350299696949#0.09382487007120333#0.06150099024938391#0.2234682231023573#0.21980920945926755#0.48829556024426535#0.8196404482127735#0.8196404482127735#0.8196404482127735#0.819517324876842,0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1#1,6.63#4.99#4.99#4.99#1.89#1.89#9.95#11.41#11.41#11.41#11.41,0#0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0#0,28.0#34.0#34.0#36.0#29.0#30.0#28.0#28.0#28.0#28.0#28.0,123.1362075805664#126.65057373046875#126.65057373046875#126.23048400878906#127.47770690917969#127.43789672851562#123.28931427001953#116.72077941894531#116.72077941894531#116.72077941894531#116.72077941894531,0#0#0#0#0#0#0#0#0#0#0,3#4#4#4#2#2#4#4#4#4#4,0#0#0#0#0#0#0#0#0#0#0,0#40#83#170#206#210#297#422#759#764#845,0#2#1#1#3#2#2#3#0#0#1,0#5#2#2#6#4#3#6#0#0#2,0#50#1#24#62#52#82#71#0#0#7,0#42#1#24#50#52#54#15#0#0#7,0#21#49#78#109#124#126#18#3#0#367,0#0#0#0#0#0#0#0#0#0#1,0#1#0#0#0#0#0#0#0#0#1,0#1#0#0#0#0#0#0#0#0#1,93.json,Buggy,NotBuggy,NotBuggy
761,9#9#3#3,0.030179429799318314#0.017856404185295105#0.03665762394666672#0.03665762394666672,0.18272427331983496#0.12074100168197362#0.5954719498118664#0.5954719498118664,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,3.82#3.82#1.89#1.89,1#1#0#0,2#2#1#1,49.0#51.0#23.0#23.0,106.7727279663086#106.5102310180664#129.05665588378906#129.05665588378906,0#0#0#0,0#0#0#0,0#0#0#0,0#22#87#115,0#1#1#0,0#2#8#0,0#32#238#0,0#33#217#0,0#14#55#392,0#0#0#0,0#0#0#0,0#0#0#0,3043.json,NotBuggy,NotBuggy,
749,4#4#4#4#4#4,0.5685082674026489#0.643650472164154#0.7124789357185364#0.015832677483558655#0.019601862877607346#0.021288515999913216,0.7389283167775671#0.7268695204321179#0.8492195068160339#0.6352522745110956#0.4799214470916977#0.4650443566070459,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,1#1#1#1#1#1,2.0#2.0#2.0#2.0#2.0#2.0,0#0#0#0#0#0,2#2#2#2#3#3,26.0#26.0#23.0#30.0#32.0#32.0,123.67467498779297#123.67467498779297#124.58238983154297#122.85169219970703#122.44184875488281#122.44184875488281,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,0#36#67#75#76#234,0#1#1#2#2#1,0#2#2#4#4#2,0#29#38#47#20#6,0#29#38#48#19#6,0#2#203#55#30#48,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,826.json,NotBuggy,NotBuggy,
842,3,0.7811070680618286,0.9737259291003688,0,0,0,1,1.89,0,0,12.0,133.59722900390625,0,0,0,0,0,0,0,0,0,0,0,0,4316.json,NotBuggy,NotBuggy,
843,8#8#6#6#6,1.423432695446536E-4#1.2772888294421136E-4#0.015579639934003353#0.005877683404833078#0.005734758917242289,2.860742787201806E-6#2.8145595176642006E-6#0.002808993438387527#0.0014896162174379683#0.0014460643361045803,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,1.73#1.73#1.89#1.89#1.89,0#0#0#0#0,13#13#5#5#5,104.0#104.0#67.0#69.0#69.0,104.17034149169922#104.17034149169922#111.41984558105469#111.22431945800781#111.22431945800781,0#0#0#0#0,1#1#1#1#1,2#2#2#2#2,0#1#51#197#275,0#1#6#6#1,0#2#14#12#2,0#9#247#34#16,0#9#191#11#16,0#62#28#392#227,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,2003.json,NotBuggy,NotBuggy,
1189,12#12#12,0.05956943333148956#0.06720219552516937#0.03358832001686096,0.037233618479006386#0.039712094491174146#0.007446282691657946,3#3#3,3#3#3,6#6#6,4#4#4,4.15#4.15#4.15,3#3#3,6#6#8,70.0#70.0#77.0,99.51309967041016#99.51309967041016#98.86764526367188,0#0#0,0#0#0,0#0#0,0#126#543,0#3#1,0#6#2,0#9#45,0#0#45,0#126#392,0#0#0,0#0#0,0#0#0,3912.json,NotBuggy,NotBuggy,
1360,3#3#3#3,0.7991687655448914#0.7991687655448914#0.9612376093864441#0.9612376093864441,0.8430264299866888#0.8430264299866888#0.961735264080049#0.961735264080049,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,3.77#3.77#1.89#1.89,0#0#0#0,1#1#0#0,15.0#15.0#12.0#12.0,132.25152587890625#132.25152587890625#133.59722900390625#133.59722900390625,0#0#0#0,0#0#0#0,0#0#0#0,0#76#297#344,0#0#3#0,0#0#6#0,0#0#27#0,0#0#12#0,0#35#126#344,0#0#0#0,0#0#0#0,0#0#0#0,3422.json,NotBuggy,NotBuggy,
1256,19#19#22#22#22#22#22#3#3#3,0.2799571454524994#0.250641405582428#0.03540408983826637#0.031168628484010696#0.021788837388157845#0.021788837388157845#0.021623190492391586#0.01633976213634014#0.01633976213634014#0.01633976213634014,6.782570082442183E-5#6.246251579216725E-5#4.937432053290121E-5#2.7587524012528673E-5#1.085471701102632E-4#1.085471701102632E-4#1.0810330466213027E-4#0.6123190886599159#0.6123190886599159#0.6026534182852842,2#2#2#2#2#2#2#0#0#0,2#2#2#2#2#2#2#0#0#0,4#4#4#4#4#4#4#0#0#0,5#5#5#5#5#5#5#1#1#1,9.87#9.87#12.23#12.23#8.2#8.2#8.2#1.89#1.89#1.89,3#3#3#3#3#3#3#0#0#0,11#11#10#10#10#10#10#1#1#1,111.0#112.0#108.0#110.0#110.0#110.0#110.0#20.0#20.0#20.0,88.58470153808594#88.5380630493164#86.40282440185547#86.25678253173828#86.25678253173828#86.25678253173828#86.25678253173828#130.18594360351562#130.18594360351562#130.18594360351562,0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1,5#5#5#5#5#5#5#0#0#0,0#0#0#66#102#106#193#245#676#741,0#1#6#2#22#0#1#1#3#1,0#2#15#4#44#0#2#21#3#2,0#11#62#32#352#0#1#791#0#7,0#11#21#31#24#0#0#608#0#7,0#6#7#78#109#124#126#5#42#367,0#0#0#0#0#0#0#0#0#1,0#1#0#0#0#0#0#0#0#1,0#1#0#0#0#0#0#0#0#1,5271.json,Buggy,NotBuggy,NotBuggy
843,6,0.37305882573127747,0.4345556668196715,2,1,3,3,2.75,1,1,37.0,114.5882568359375,0,1,1,0,0,0,0,0,0,0,0,0,3199.json,NotBuggy,NotBuggy,
1157,3#3#3#3#3#3#3,0.750139057636261#0.750139057636261#0.750139057636261#0.750139057636261#0.750139057636261#0.6205061674118042#0.6205061674118042,0.7784839190113307#0.7784839190113307#0.7784839190113307#0.7784839190113307#0.7699647684291153#0.7382809763446705#0.7382809763446705,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,1#1#1#1#1#1#1,1.89#1.89#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0#0,1#1#1#1#1#1#1,19.0#19.0#19.0#19.0#19.0#20.0#20.0,130.45266723632812#130.45266723632812#130.45266723632812#130.45266723632812#130.45266723632812#130.07347106933594#130.07347106933594,0#0#0#0#0#0#0,1#1#1#1#1#1#1,0#0#0#0#0#0#0,0#3#7#94#218#475#605,0#0#0#0#1#2#0,0#0#0#0#2#4#0,0#0#0#0#4#11#0,0#0#0#0#4#11#0,0#109#124#126#155#203#1,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,205.json,NotBuggy,NotBuggy,
1360,4#4#4,0.9314292073249817#0.9314292073249817#0.9361302852630615,0.7672063122115764#0.7672063122115764#0.9014289494198372,0#0#0,0#0#0,0#0#0,1#1#1,4.0#4.0#2.0,0#0#0,1#1#1,18.0#18.0#18.0,126.19583892822266#126.19583892822266#126.19583892822266,0#0#0,0#0#0,0#0#0,0#73#297,0#0#4,0#0#8,0#0#26,0#0#0,0#2#126,0#0#0,0#0#0,0#0#0,4814.json,NotBuggy,NotBuggy,
1320,12#57#62#64#64#58#58#63#64#64#26#27#27#27#25#26#26#26#29#26#26#26#26#30#30#30#29,0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0036815740168094635#0.004579777363687754#0.004086710978299379#0.0013197463704273105#0.0015065650222823024#0.0011397330090403557#0.001712809200398624#0.0013269834453240037#9.98836476355791E-4#0.0013905179221183062#0.0013905179221183062#0.0013905179221183062#7.698122062720358E-4#0.0011042359983548522#0.001239061588421464#0.0015981164760887623#8.159721037372947E-4,2.707579110847485E-12#1.4884946252280936E-30#4.106189044217011E-32#3.5633081850729645E-32#2.4697933840818857E-33#3.397173027065193E-30#3.387880186861569E-30#5.623020264106597E-31#5.738754814761818E-31#5.551184438810016E-31#5.64193211129353E-11#4.892493075874165E-11#4.931627572291072E-11#1.4826432287564547E-10#2.482158012499088E-10#3.530102780877949E-11#2.148306390125415E-10#1.4296142682367554E-10#5.9485920893914525E-12#1.432094840782138E-10#1.432094840782138E-10#1.432094840782138E-10#1.3877091755663891E-11#1.0862209720111034E-10#1.0733754378544687E-10#4.241823739026806E-10#1.286358442718888E-10,2#4#5#6#6#6#6#7#7#7#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2,2#4#5#6#6#6#6#6#6#6#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2,4#8#10#12#12#12#12#13#13#13#4#4#4#4#4#4#4#4#4#4#4#4#4#4#4#4#4,4#12#13#14#14#11#11#16#16#16#6#6#6#6#6#6#6#6#6#6#6#6#6#6#6#6#6,2.75#10.24#10.34#9.91#9.91#10.16#10.16#5.77#5.78#5.78#3.61#3.58#3.58#4.29#3.55#3.52#3.52#3.52#3.62#3.52#3.52#3.52#3.52#5.13#5.13#5.13#5.15,1#3#3#3#3#3#3#4#4#4#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2,13#33#36#36#36#37#37#36#36#36#14#15#15#15#14#15#15#15#17#15#15#15#19#18#18#16#16,179.0#447.0#473.0#479.0#488.0#449.0#449.0#462.0#462.0#462.0#190.0#194.0#194.0#194.0#187.0#197.0#191.0#193.0#212.0#193.0#193.0#193.0#203.0#203.0#203.0#197.0#200.0,93.85115814208984#61.07587814331055#59.120460510253906#58.31058120727539#58.185638427734375#60.94121551513672#60.94121551513672#58.3942756652832#58.13915252685547#58.13915252685547#80.10897064208984#79.37220764160156#79.37220764160156#79.37220764160156#80.84444427490234#79.85440826416016#80.08168029785156#80.02751159667969#77.70378875732422#80.02751159667969#80.02751159667969#80.02751159667969#79.73104858398438#77.44659423828125#77.44659423828125#77.61994171142578#78.0732192993164,0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0#0#0#0#0#0#0#0#0#0#0#0,2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2#2,5#18#19#19#19#19#19#20#20#20#6#6#6#6#5#5#5#5#6#5#5#5#5#5#5#5#5,0#13#23#23#35#130#166#170#257#300#333#333#382#566#653#653#653#654#667#667#719#724#732#759#805#1109#1228,0#72#10#10#3#3#4#68#4#4#11#2#2#4#5#2#1#1#4#0#0#0#1#7#3#2#2,0#82#11#17#6#12#8#141#8#8#65#2#4#5#13#2#2#2#5#3#0#0#2#10#6#4#5,0#1691#356#153#86#268#57#2298#16#12#1808#27#10#269#306#75#52#11#142#145#0#0#42#132#21#20#42,0#1838#171#49#86#289#57#1831#0#12#1683#22#10#0#118#70#52#11#130#133#0#0#42#43#21#20#38,0#2#13#13#12#78#109#124#126#32#7#1#18#10#5#1#5#8#7#7#3#0#91#10#367#163#108,0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#1#0#0,0#1#0#0#0#0#0#0#0#0#0#0#0#1#0#1#0#0#1#1#0#0#0#0#1#0#1,0#1#0#0#0#0#0#0#0#0#0#0#0#1#0#1#0#0#1#1#0#0#0#0#1#0#1,53.json,Buggy,NotBuggy,NotBuggy
755,3#3,0.4431416690349579#0.4431416690349579,0.6462812048446285#0.6462812048446285,0#0,0#0,0#0,1#1,1.89#1.89,0#0,2#2,25.0#25.0,128.62307739257812#128.62307739257812,0#0,1#1,0#0,0#109,0#0,0#0,0#0,0#0,0#392,0#0,0#0,0#0,3259.json,NotBuggy,NotBuggy,
755,22#26#26#26#26,0.0#0.0#0.0#0.0#0.0,2.1540132472385117E-19#2.1172364538679595E-22#2.1216697886027767E-22#2.0768960751231178E-22#3.8827999175996477E-22,4#6#6#6#6,3#4#4#4#4,7#10#10#10#10,6#7#7#7#7,2.89#2.7#2.7#2.7#2.7,2#2#2#2#2,16#17#17#17#17,253.0#291.0#291.0#291.0#289.0,81.0318832397461#77.30665588378906#77.30665588378906#77.30665588378906#77.35446166992188,0#1#1#1#1,3#3#3#3#3,6#8#8#8#8,0#171#202#239#529,0#7#1#3#1,0#9#2#6#2,0#322#10#21#15,0#279#10#21#16,0#8#46#367#20,0#0#0#1#0,0#0#0#1#1,0#0#0#1#1,5056.json,Buggy,Buggy,Buggy
1360,6#6#6#6#6#6#6#8,0.19798427820205688#0.1978122740983963#0.2076084166765213#0.20642879605293274#0.20642879605293274#0.20642879605293274#0.2046593278646469#0.10953142493963242,0.1414658567005318#0.14477801810011115#0.1392307963515855#0.13563634822963913#0.13563634822963913#0.13563634822963913#0.21389429345651226#0.04091246003484283,2#2#2#2#2#2#2#2,1#1#1#1#1#1#1#1,3#3#3#3#3#3#3#3,2#2#2#2#2#2#2#2,5.5#6.43#6.43#6.43#6.43#6.43#2.75#2.4,1#1#1#1#1#1#1#1,4#4#4#4#4#4#4#5,40.0#40.0#40.0#40.0#40.0#40.0#40.0#54.0,114.55721282958984#114.55721282958984#114.55721282958984#114.55721282958984#114.55721282958984#114.55721282958984#114.55721282958984#107.94556427001953,0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1,0#0#0#0#0#0#0#1,0#58#169#170#206#210#297#818,0#1#1#1#0#0#5#3,0#2#2#2#0#0#10#4,0#4#2#13#0#0#40#81,0#0#2#13#0#0#0#73,0#33#5#78#109#124#126#14,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#1,5682.json,NotBuggy,NotBuggy,
760,3,0.007380204740911722,0.0727459743700794,1,1,2,2,1.89,0,1,37.0,125.98087310791016,0,3,0,0,0,0,0,0,0,0,0,0,2754.json,NotBuggy,NotBuggy,
1016,3#3,0.6006538271903992#0.7906113266944885,0.8234178541721127#0.9283146330236147,0#0,0#0,0#0,1#1,1.89#1.89,0#0,2#1,22.0#19.0,129.57785034179688#130.45266723632812,0#0,1#1,0#0,0#5,0#3,0#6,0#65,0#54,0#251,0#0,0#0,0#0,2659.json,NotBuggy,NotBuggy,
875,3#3,0.7918867468833923#0.7918867468833923,0.885827089857623#0.885827089857623,0#0,0#0,0#0,1#1,1.89#1.89,0#0,1#1,21.0#21.0,129.93223571777344#129.93223571777344,0#0,1#1,0#0,0#0,0#0,0#0,0#0,0#0,0#2,0#0,0#0,0#0,932.json,NotBuggy,NotBuggy,
770,4#4#4#4#4,0.0020391582511365414#0.0020391582511365414#0.0020391582511365414#0.002017954597249627#0.002240553731098771,0.10555408445725942#0.10714591100690743#0.10714591100690743#0.10679246964891544#0.10250960203103558,0#0#0#0#0,0#0#0#0#0,0#0#0#0#0,1#1#1#1#1,2.0#2.0#2.0#2.0#2.0,0#0#0#0#0,2#2#2#2#2,37.0#37.0#37.0#37.0#37.0,121.55042266845703#121.55042266845703#121.55042266845703#121.55042266845703#121.55042266845703,0#0#0#0#0,1#1#1#1#1,0#0#0#0#0,0#0#1#115#200,0#1#0#1#1,0#2#0#2#2,0#1#0#6#6,0#1#0#6#6,0#3#0#99#44,0#0#0#0#0,0#0#1#1#0,0#0#1#1#0,4585.json,NotBuggy,NotBuggy,
938,4#4#3,0.4574197828769684#0.469803124666214#0.85494464635849,0.047516278430153706#0.04697258159531074#0.8679222476824601,0#0#0,0#0#0,0#0#0,1#1#1,2.0#2.0#1.89,0#0#0,3#1#1,45.0#45.0#18.0,120.59892272949219#120.53255462646484#130.99049377441406,0#0#0,1#1#1,1#1#0,0#258#259,0#1#1,0#2#3,0#30#93,0#28#89,0#16#127,0#0#0,0#0#1,0#0#1,1312.json,NotBuggy,NotBuggy,
1011,10#16,0.008650412783026695#0.0035503848921507597,1.8504079677938144E-4#1.345675160675156E-5,2#4,2#3,4#7,3#4,2.8#4.41,1#3,6#7,85.0#114.0,101.32386779785156#91.8075942993164,0#0,1#1,4#6,0#272,0#9,0#12,0#203,0#164,0#14,0#0,0#0,0#0,4940.json,NotBuggy,NotBuggy,
737,5#5#5#5#5#5#5#8,0.2424505203962326#0.2753443121910095#0.2753443121910095#0.2753443121910095#0.2753443121910095#0.2753443121910095#0.2753443121910095#0.7011919021606445,0.04625004395913196#0.04960261085792954#0.04960261085792954#0.04741072529223558#0.04741072529223558#0.04741072529223558#0.04741072529223558#0.09414225229640272,2#2#2#2#2#2#2#2,3#3#3#3#3#3#3#3,5#5#5#5#5#5#5#5,3#3#3#3#3#3#3#3,1.96#1.96#1.96#1.96#1.96#1.96#1.96#2.83,0#0#0#0#0#0#0#0,3#3#3#3#3#3#3#3,49.0#49.0#49.0#49.0#49.0#49.0#49.0#55.0,116.0811767578125#116.0811767578125#116.0811767578125#116.0811767578125#116.0811767578125#116.0811767578125#116.0811767578125#107.565673828125,0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1,0#0#0#0#0#0#0#1,0#152#155#156#197#197#211#226,0#0#0#1#0#0#0#8,0#0#0#2#0#0#0#11,0#5#0#5#0#0#0#164,0#0#0#5#0#0#0#136,0#0#9#7#5#2#12#26,0#0#0#0#0#0#0#0,0#0#0#0#0#1#1#0,0#0#0#0#0#1#1#0,3212.json,NotBuggy,NotBuggy,
761,3#3#3#3#3#3,8.478637901134789E-4#0.0028592522721737623#0.0028592522721737623#0.0031377028208225965#0.003099649678915739#0.0,0.22696074488586587#0.3816896898159898#0.3816896898159898#0.3668776414750858#0.36949827601136614#0.07114260289409946,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,1#1#1#1#1#1,1.89#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0,4#4#4#4#4#5,34.0#31.0#31.0#31.0#31.0#40.0,126.78704833984375#127.50450134277344#127.50450134277344#127.50450134277344#127.50450134277344#125.80547332763672,0#0#0#0#0#0,1#1#1#1#1#1,0#0#0#0#0#0,0#79#115#250#357#544,0#1#0#1#1#1,0#2#0#2#2#2,0#9#0#5#4#48,0#9#0#5#4#49,0#10#392#122#227#56,0#0#0#0#0#0,0#0#0#0#0#0,0#0#0#0#0#0,3046.json,NotBuggy,NotBuggy,
1360,3#3#3#3,0.24623212218284607#0.7594342231750488#0.7578468918800354#0.963330090045929,0.8743906638293816#0.9011641741626855#0.9564021905713723#0.9591560569644754,0#0#0#0,0#0#0#0,0#0#0#0,1#1#1#1,3.77#3.77#1.89#1.89,0#0#0#0,0#0#0#0,13.0#12.0#12.0#12.0,132.9956512451172#133.59722900390625#133.59722900390625#133.59722900390625,0#0#0#0,0#0#0#0,0#0#0#0,0#65#297#344,0#1#3#1,0#2#6#2,0#20#16#10,0#20#0#10,0#125#126#344,0#0#0#0,0#1#0#0,0#1#0#0,3413.json,NotBuggy,NotBuggy,
1360,3#3#3#3#3#3#3#3#3#3,0.45191845297813416#0.4848769009113312#0.6239923238754272#0.6343901753425598#0.6323772072792053#0.7861859798431396#0.9068076014518738#0.7755632996559143#0.7231855392456055#0.7231855392456055,0.4538236288964551#0.5005039047171244#0.7688304341931168#0.7889952217047324#0.8536462998981937#0.9506849371966801#0.964799245273289#0.9527720522440032#0.9405951180141495#0.9405951180141495,0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1,3.77#3.77#3.77#3.77#1.89#1.89#1.89#1.89#1.89#1.89,0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0,22.0#22.0#17.0#17.0#17.0#14.0#12.0#12.0#12.0#12.0,129.37762451171875#129.37762451171875#131.03103637695312#131.03103637695312#131.03103637695312#132.4454345703125#133.59722900390625#133.59722900390625#133.59722900390625#133.59722900390625,0#0#0#0#0#0#0#0#0#0,2#2#2#2#2#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0,0#65#76#76#297#344#517#568#706#714,0#1#1#1#3#2#2#2#1#0,0#2#2#2#6#4#4#4#2#0,0#26#74#4#16#60#11#12#7#0,0#26#74#4#0#60#11#12#7#0,0#125#26#35#126#344#218#28#60#392,0#0#0#0#0#0#0#0#0#0,0#1#0#0#0#0#0#0#0#0,0#1#0#0#0#0#0#0#0#0,3269.json,NotBuggy,NotBuggy,
795,20#20#20#20#17#17,0.0014045977732166648#0.0014861617237329483#0.0014077984960749745#0.0028091182466596365#0.010225002653896809#0.010225002653896809,1.193103536424812E-6#1.2046141239805844E-6#1.224316452204807E-6#8.283503086538672E-6#1.377289929808043E-4#1.3417971244394995E-4,2#2#2#2#2#2,1#1#1#1#1#1,3#3#3#3#3#3,4#4#4#4#4#4,2.44#2.44#2.44#2.44#2.51#2.51,1#1#1#1#1#1,6#6#6#6#5#5,135.0#135.0#135.0#125.0#106.0#106.0,86.99088287353516#86.99088287353516#86.99088287353516#87.39108276367188#91.0160140991211#91.0160140991211,0#0#0#0#0#0,1#1#1#1#1#1,3#3#3#3#2#2,0#129#198#234#244#280,0#1#1#3#2#3,0#2#2#6#7#6,0#5#7#36#172#21,0#5#7#72#148#21,0#3#15#4#4#367,0#0#0#0#0#1,0#0#1#0#0#1,0#0#1#0#0#1,5104.json,Buggy,Buggy,Buggy
1360,4#4#4#4#4#4#4#4#4#4,9.527768124826252E-4#0.014600695110857487#5.250140675343573E-4#6.816290551796556E-4#8.329286938533187E-4#6.974427960813046E-4#7.279950077645481E-4#7.279950077645481E-4#9.697466157376766E-4#9.697466157376766E-4,0.17965799877634386#0.3370704385258302#0.20037755423362477#0.12675527648747492#0.21024374802744528#0.21830950683988157#0.220732100912412#0.220732100912412#0.22185940457127765#0.22300810431540602,0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0,0#0#0#0#0#0#0#0#0#0,1#1#1#1#1#1#1#1#1#1,6.63#6.63#6.63#6.63#9.95#9.95#9.95#9.95#9.95#9.95,0#0#0#0#0#0#0#0#0#0,2#2#2#2#2#2#2#2#2#2,34.0#29.0#34.0#36.0#36.0#36.0#36.0#36.0#36.0#36.0,122.36370849609375#123.37702178955078#122.4535140991211#121.98247528076172#121.98247528076172#121.98247528076172#121.98247528076172#121.98247528076172#121.98247528076172#121.98247528076172,0#0#0#0#0#0#0#0#0#0,4#3#4#4#4#4#4#4#4#4,0#0#0#0#0#0#0#0#0#0,0#40#41#170#206#210#297#412#421#845,0#2#2#1#4#1#1#0#1#1,0#4#4#2#8#2#2#0#2#2,0#21#41#24#49#6#1#0#15#7,0#21#41#24#5#6#0#0#15#7,0#24#3#78#109#124#126#20#155#367,0#0#0#0#0#0#0#0#0#1,0#0#1#0#0#0#0#0#0#1,0#0#1#0#0#0#0#0#0#1,593.json,Buggy,NotBuggy,NotBuggy
770,3#3,0.19833886623382568#0.09011992067098618,0.9332320717709416#0.951182496122383,0#0,0#0,0#0,1#1,1.89#1.89,0#0,0#0,12.0#12.0,133.59722900390625#133.59722900390625,0#0,0#0,0#0,0#97,0#3,0#6,0#16,0#4,0#112,0#0,0#0,0#0,2534.json,NotBuggy,NotBuggy,
766,3,0.8739116191864014,0.9427517044150241,0,0,0,1,0.94,0,0,12.0,133.59722900390625,0,0,0,0,0,0,0,0,0,0,0,0,3896.json,NotBuggy,NotBuggy,
1011,9#5#5#5#5#5#5#5,9.933020919561386E-4#0.0011465454008430243#0.006598219741135836#0.0#0.0#3.125437651760876E-4#4.407299857120961E-4#4.1195176891051233E-4,0.022763105313827133#0.1860298793647003#0.27626599661210743#0.0014607402398767772#0.0014433920277894749#0.004247860948784564#0.004040708896282577#0.004019749350387259,2#0#0#0#0#0#0#0,1#0#0#0#0#0#0#0,3#0#0#0#0#0#0#0,2#1#1#1#1#1#1#1,3.14#1.96#1.96#1.96#1.96#1.96#1.96#1.96,1#0#0#0#0#0#0#0,4#3#2#5#5#6#6#6,58.0#38.0#35.0#63.0#63.0#58.0#58.0#58.0,105.50943756103516#117.93329620361328#118.3609390258789#114.73776245117188#114.73776245117188#115.26158142089844#115.26158142089844#115.26158142089844,0#0#0#0#0#0#0#0,1#1#1#4#4#3#3#3,1#1#1#1#1#1#1#1,0#3#167#256#357#365#373#481,0#3#1#2#1#4#2#2,0#10#2#4#2#8#4#4,0#153#25#174#7#105#23#14,0#137#25#173#7#107#23#14,0#103#218#49#60#392#204#50,0#1#0#0#0#0#0#0,0#1#0#1#0#0#0#0,0#1#0#1#0#0#0#0,1962.json,Buggy,Buggy,Buggy
1189,6#6#6#6#3#8#3,0.8590272665023804#0.8362833261489868#0.8362833261489868#0.8450541496276855#0.8012699484825134#0.7198029160499573#0.8245283365249634,0.8025285737453245#0.6504449612193475#0.6504449612193475#0.6350621979076811#0.9668673813687836#0.05180745501453255#0.9899910704104468,1#1#1#1#0#2#0,1#1#1#1#0#2#0,2#2#2#2#0#4#0,2#2#2#2#1#3#1,1.89#1.89#1.89#1.89#1.89#1.73#1.89,0#0#0#0#0#0#0,1#1#1#1#1#5#1,31.0#33.0#33.0#33.0#17.0#56.0#15.0,116.13532257080078#115.63639831542969#115.63639831542969#115.63639831542969#131.28770446777344#107.3221435546875#132.25152587890625,0#0#0#0#0#0#0,0#0#0#0#0#0#0,1#1#1#1#0#1#0,0#126#241#250#293#354#399,0#5#0#2#3#8#1,0#10#0#4#9#11#2,0#63#0#10#140#227#249,0#62#0#10#135#189#213,0#126#20#155#15#13#77,0#0#0#0#0#0#0,0#0#0#0#0#0#0,0#0#0#0#0#0#0,619.json,NotBuggy,NotBuggy,
1011,15#3#3#3,0.00882285088300705#0.02754984423518181#0.01122068427503109#0.050471775233745575,1.770042294795547E-5#0.2916518417067374#0.18824587078445706#0.2923762075391947,3#0#0#0,3#0#0#0,6#0#0#0,6#1#1#1,4.95#1.89#1.89#1.89,3#0#0#0,5#1#1#1,107.0#29.0#31.0#29.0,92.53482818603516#127.76728820800781#127.26738739013672#127.68843078613281,0#0#0#0,1#1#1#1,1#0#0#0,0#69#69#429,0#1#1#1,0#14#2#2,0#564#17#32,0#573#17#31,0#10#21#14,0#0#0#0,0#1#1#0,0#1#1#0,1068.json,NotBuggy,NotBuggy,
1005,3,0.8421861529350281,0.8081831832104146,0,0,0,1,1.89,0,0,23.0,129.58164978027344,0,0,0,0,0,0,0,0,0,0,0,0,4329.json,NotBuggy,NotBuggy,
